rep_number,first_name,last_name,party,Har ingen registreringspliktige interesser,Styreverv mv.,Selvstendig næring,Lønnet stilling mv.,Tidligere arbeidsgiver,Framtidig arbeidsgiver,Økonomisk støtte,Eiendom i næring,Aksjer mv.,Utenlandsreiser,Gaver,Opplysninger om selskapsgjeld,Andre forhold,Ingen registrerte opplysninger
172,Trine Skei,Grande,V,,"Leder i Venstre (honorar)
Medlem av Helsingforskomiteens råd (ulønnet)","Grande Rådgivning er registrert, men ikke aktivt",,,,,,,"April 2004 - Besøk presidentinnsettelse i Taiwan etter at
Venstres søsterparti vant valget
Deltakelse på Tynwald Day 2014, Isle of Man i Storbritannia, 4.-8.7.2014. Oppholdet betalt av arrangøren som
var Isle og Man.(reise betalt privat).","Mottatt bilde/kunstverk i malt tre m. lakk til julen 2014
fra Kharai og Rajavi i det iranske eksilmiljøet. (Verdi
usikker.)",,,
180,Anniken,Hauglie,H,True,,,,,,,,,,,,,
177,Bent,Høie,H,,,,,,,,,,,"""Huskonsert"" 10.11.13 i gave fra Stavanger symfoniorkester og Rosenberg verft som ledd i deres prosjekt med
overraskelseskonserter.",,,
179,Torbjørn Røe,Isaksen,H,,"Styremedlem C. J. Hambro's fond (ulønnet)
Medlem av direksjonen i Polyteknisk forening (ulønnet).","Inntekt fra Kopinor etter opptrykk.
Inntekt fra Cappelen Damm etter utgivelse av boken
""Høyre om!"" i 2009.
Fast spalte i Morgenbladet (ikke honorar f.o.m. oktober
2013).
Inntekter fra utgivelsen av boken ""Konservatisme"" på
Universitetsforlaget i 2011.
Honorar fra TV Norge ifm. deltakelse i programmet ""4
stjerners middag"" september 2012. Honoraret er gitt bort.
Honorar fra NRK for manus + programlederjobb i programserien ""Sommer i P2"" 2012.
Honorar fra Nytt Norsk Tidsskrift for artikkel.
Honorar for vikariat i VG Helg sommeren 2013. Honoraret er gitt bort.",,,,,,En aksje i Klassekampen AS,"18. - 24. mai 2010 - reise til Paris - International Visitor
Program. Flyreise, hotell og enkelte måltider betalt av
den franske stat.
1.-4. november 2010- Reise til Israel/Palestina i regi av
Kirkens nødhjelp. Stortingsgruppen betalte flybilletten.
Arrangør betalte måltider.
26. februar-4.mars 2011- Studietur til Hong Kong i regi
av Hong Kongs myndigheter. Arrangør betalte reise og
opphold.",,,,
171,Siv,Jensen,FrP,,,"Sporadiske honorar for artikler og kommentarer til ulike
norske medier.",,,,,,,"10.-17. januar 2010. Studietur til Taiwan etter invitasjon
fra den taiwanske regjering. Reise og opphold dekket av
vertskapet.","3,5 l whisky fra Stortingets presselosje, desember 2011.
Mottatt i forbindelse med 50 års dag 1. 6. 2019:
-Fusionbrett fra Erna Solberg og statsråder i Høyre
-DAB-radio fra NRK
-Våtdrakt og fusionbrett fra FrPs fylkeslag
-Gavekort fra FrPs hovedorganisasjon og stortingsgruppe",,,
191,Jøran,Kallmyr,FrP,,"Styremedlem Sogstieika barnehage SA (ulønnet) Trer ut
av styret på årsmøte i april 2019.",,Avtale om sluttoppgjør for uttreden av advokatfirma Reder AS. Ingen opptjening etter 30.03.19,,,,,Aksjepost i Golar (mindre enn 1 %),,,,,
175,Sylvi,Listhaug,FrP,True,,,,,,,,,,,,,
176,Monica,Mæland,H,True,,,,,,,,,,,,,
186,Harald T.,Nesvik,FrP,,"Styremedlem i Tafjord Kraft AS (godtgjørelse)
Leder av Ålesundregionens Havneråd (godtgjørelse)",,Tilleggslønn som parlamentarisk leder i FrP,,,,,,,"Deltok 12.-13. juni 2003 og 14. og 15. juni 2004 med
ledsager på faglig seminar på Håholmen i Møre og
Romsdal i regi av Shell.
Sommeren 2010 - 1 stk førstedagsstemplet frimerke på
postkort i anledning EFTA's 50-års jubileum mottatt fra
Lichtenstein
Musikkspiller med 4 MB opptaksmulighet fra Norsk
Sjømannsforbund i forbindelse med paneldebatt
Mottatt 1 stk magnumflaske Upper Ten (presselosjens
julebord)
Mottatt 1 stk 5 kg reker fra Coldwater Prawns
Mottatt 3 stk billetter til Boksekamp i Oslo Spektrum fra
arrangør (ringside)",,,
185,Iselin,Nybø,V,,"Nestleder i IVAR IKS, lønnet. Nestleder i IVAR Næring
AS, lønnet. Styremedlem Lyse AS, lønnet. Bystyremedlem i Stavanger kommune (permisjon), lønnet.
Formannskapsmedlem i Stavanger kommune (permisjon), lønnet.
Vara kommunalutvalget i Stavanger kommune (permisjon), lønnet. Styremedlem Norsk Vann BA, lønnet.
1. vara Joyvitae AS, ikke lønnet. Vara til styret i Stiftelsen økonomisk, administrativ utdannelse og forskning,
lønnet.",,,"Permisjon fra stilling som ansatt advokat i Advokatfirmaet Simonsen Vogt Wiig AS.
Mulig velferdsavtaler som forsikring fortsetter ut 2013.
Mulig jeg kommer til å jobbe noe på timebasis de neste
årene, omfang ikke avklart.",,,,,,,,,
173,Kjell Ingolf,Ropstad,KrF,,Styremedlem i Antislaveriselskapet (ulønnet),,,,,,,,,,,,
174,Jan Tore,Sanner,H,,,,"Mottatt godtgjørelse som medlem av referansegruppen
for utredning (NOU) om ungdom, begynnerlønninger og
arbeidsledighet",,,"Unge Høyres Landsforbund dekket enkelte utgifter frem
til 1. juli 1994",,,"Presidiemedlem i AAYPL - gjennom denne organisasjonen dekkes enkelte reiser. Koordineres av Den Norske
Atlanterhavskomité","Deltar på den årlige ""Energy policy conference"" på Sanderstølen
Mottatt i forbindelse med 50-årsdag 2015:
- Gavekort fra Kommunal- og moderniseringsdepartementet
- Reisegavekort fra politisk ledelse i KMD
- Håkon Gullvåg litografi fra Høyres fylkesledere
- Hadeland fat fra Fremskrittspartiets stortingsgruppe
- To sølvlysestaker fra Høyres stortingsgruppe
Mottatt et par vadmelstøvler fra Kvelia-bua, oktober
2015
- Mottatt vase i anledning sesongåpning på Kistefossmuseet (21.5.2017)
-Zip-line tur i regi av Bergen Base Camp 2. august 2017
(verdi 350 kroner)",,,
170,Erna,Solberg,H,,Partileder i Høyre (ytelser),Bokutgivelse i 2011,,,,,,,,"Mottatt i forbindelse med 50-årsdag 24.2.2011:
-Sølvskål fra Høyres stortingsgruppe
-Gavekort fra Høyres fylkessekretærer
-Øresmykke fra Høyres fylkesledere
-Kokkekurs fra Fremskrittspartiet v/Siv Jensen
Akvarell fra Tore Hogtvedt
Trykk fra Mia Gjerdrum Helgesen
Smykker fra Nora af Norway
Lås og kjede fra E. Christoffersen
Strikkejakke fra Selbu Husflid AS
- Decadent Copenhagen veske, Bladet Kapital 100 mektigste kvinner, 21. juni 2017.
- Bilde av bygda Finnes i Hjørundfjorden, fra Høyre
Møre og Romsdal, april 2018.",,,
178,Ine M. Eriksen,Søreide,H,,"Styremedlem i Den norsk-tyske Willy Brandt-stiftelsen
(ulønnet)",Mottar sporadisk honorar for artikler i aviser og tidsskrifter,,,,,,,"16-17 februar 2009 - deltaker på Mobile World Congress
i Barcelona der hotellopphold dekket av Telenor","Bilde mottatt i forbindelse med foredrag for Det Sjømilitære Samfunds Sjømaktseminar september 2010
Krystallkaraffel mottatt fra Bergen Militære Samfund for
foredrag i januar 2012
Teppe og kappe mottatt fra provinsguvernør Shafaq i
Faryab i forbindelse med komitéreise til Afghanistan i
mars 2012",,,
189,Ingvil Smines,Tybring-Gjedde,FrP,,Nestleder i Frogner FrP (ulønnet),,,,,,,,,,,,
190,Dag-Inge,Ulstein,KrF,True,,,,,,,,,,,,,
654,Regina,Alexandrova,H,,,"1. Har enkeltpersonsforetak: Reginas MultiService (prosjektledelse, naturbaserte aktiviteter). Utbetalinger på
mer en kr 50.000:
a. Fjellguiden Altevatn AS
b. ArcticBioenergy AS
c. Nordnorsk Matfestival SA
2. Registrert som daglig leder på timebasis i ArcticBioenergy AS.",,,,,,,,,,,
540,Zaineb,Al-Samarai,A,,"Medlem Holmlia SK - mottar 2000 kroner i året dersom
jeg ikke har for mye forfall.
Varamedlem til Oslo Bystyret og finanskomiteen - møtegodtgjørelse etter Oslo Kommunens satser",,jobber som konsulent i Rud Pedersen Public Affairs,,,,,,,,,,
509,Grethe,Andersen,FrP,,,,Ansatt 80 pst. i Meløy kommune,,,,,,,,,,
504,Kari Anne Bøkestad,Andreassen,Sp,,Ordfører Vevelstad kommune (godtgjørelse),"Veterinær, selvstendig næringsdrivende",,,,,,"Aksjer i Torghatten ASA - direkte, og indirekte gjennom
AS Moheim (eierandel: 16,7 %)",,,,,
403,Nancy P.,Anti,Sp,,"Styremedlem og sekretær i reinbeitedistrikt 9, lønnet sekretærdel. Styremedlem i Sirma bygdelag, Sirma grendehus og Luohkka vannverk, ikke lønnet,
Vara i Tana kommunestyre, vara til Sametinget, vara til
Samerådet, godtgjørelse ved møte.","Reindrift som hovednæring,
Freelance som tolk, godtgjørelse på mer enn 50 000 fra
Domstoladministrasjonen.",,,,,,,,,,,
572,Seher,Aydar,R,,"Ingen lønnet verv.
Styremedlem i Solidaritet med Kurdistan.",,,,,,,,,,,,
458,Gina,Barstad,SV,,,,"Rådgiver i Kreftforeningen,",,,,,,,,,,
382,Eilev,Bekjorden,FrP,,,,,,,,,,,,,,True
707,Mona,Berger,SV,,"Fylkesleder Fellesorganisasjonen Trøndelag - lønnet
verv.
Landsstyrerepresentant Fellesorganisasjonen - ulønnet
verv.
Vararepresentant til bystyret i Trondheim for SV.",,"Fylkesleder Fellesorganisasjonen Trøndelag 100 pst. frikjøpt fra ordinær stilling som fagleder i Trondheim
kommune.",Har ulønnet permisjon fra stilling som fagleder i Trondheim kommune.,,,,,,,,,
605,Arne,Bergsvåg,Sp,,"Folkevald i Rogaland fylkesting (til saman ca. 80 prosent
stilling, godtgjersle): Medlem fylkesting, fylkesutval,
samferdselsutval, trafikksikringsutval, diverse styringsgrupper, gruppeleiar Senterpartiet.
Folkevald i Vindafjord kommune (til saman ca. 3 prosent
stilling, godtgjersle): Medlem kommunestyre, formannskap,
Leiar Vågslid Beitelag, ikkje lønna.
Leiar Vindafjord Tomteselskap, ikkje lønna.",,Sjå pkt. 2,,,,,,,,,,
336,Kjartan,Berland,H,,,,,,,,,,,,,,True
317,Mathias,Bernander,H,,"Fylkestingsrepresentant, Vest-Agder - Lønnet
Nestleder, Kristiansand Høyre - Ulønnet
Styremedlem, Agder kollektivtrafikk AS - Lønnet
Styremedlem, Sørlandets Europakontor - Lønnet
Styremedlem, Lindesregionens næringshage - Lønnet",,Rådgiver - Kristiansand Havn KF,,,,,,,,,,
628,Christian Tynning,Bjørnø,A,True,,,,,,,,,,,,,
466,Idun Kristine,Bortne,V,,"Varamedlem styret Tannlege Ingval Bortne AS (ulønnet). Varamedlem styret KS-Holding (ulønnet). Komitéleder Barnehage, skole og oppvekst, Bergen kommune
(lønnet).",,,"Permisjon: Associate Director - Turner & Townsend
Pearson Lugard",,,,,,,,,
381,Tone Heimdal,Brataas,FrP,,"Vardar AS, styremedlem, honorar
Røyken Eiendom AS, styremedlem, lønnet fra 2014
Røyken Eiendomsutvikling AS, honorar 2014","Brataas regnskap og kontorservice (ubetydelig omsetning
2013)
Mikro Dataregnskap AS",Daglig leder Mikro Dataregnskap AS,,,,,Mikro Dataregnskap AS,,,,,
624,Trude,Brosvik,KrF,,"Sogn og Fjordane fylkesting, fylkesutval og hovedutval
for opplæring, løna verv
Leiar Sogn og Fjordane KrF, uløna verv
Styreleiar, Vestlandsforsking, godtgjerdsle",gardbrukar,"kyrkjeverje, Den norske Kyrkja",,,,"Gnr 1, bnr 8, Gulen kommune",,,,,,
482,Anne Kristin,Bryne,A,,"Ålesund bystyre - honorar/ møtegodtgjørelse
Ålesund formannskap - honorar/ møtegodtgjørelse
Plan- og byggesaksutvalg - møtegodtgjørelse
Fellesnemd nye Ålesund kommune - honorar/ møtegodtgjørelse
Ålesund kommunale eiendom - styremedlem - honorar/
møtegodtgjørelse
Ålesundsregionens interkommunale miljøselskap - medlem representantskap - honorar/ møtegodtgjørelse",,,,,,,,,,,,
581,Trine,Danielsen,H,,,,,,,,,,,,,,True
741,Thor,Edquist,H,,,,,,,,,,,,,,True
679,Pål Sæther,Eiden,H,,"Ottersøy Barnehage SA - Styreleder - lønnet.
Namdal Rehabilitering - Styreleder - lønnet.
RIL Anlegg - medlem - ulønnet.
Trøndelag Høyre fylkestingsgruppe - ulønnet.",,"PT Gruppeleder Høyres Fylkestingsgruppe i Trøndelag.
Trøndelag fylkeskommune. Permisjon fra stilling som
Helse- og sosialsjef i Vikna kommune",Permisjon u lønn i den tiden jeg er vara på Stortinget,,,,,,,,,
711,Tove,Eivindsen,V,,"Fylkestingsrepresentant og nestleder for hovedutvalg næring, Trøndelag fylkeskommune, 45 pst. frikjøp.
Medlem i representantskapet i Kreftforeningen. Ikke
lønnet.
Styremedlem, ICOM MPR (ICOM, The International
Council of Museums, the international committee for
marketing and public relations). Ikke lønna.
Medlem i kontrollkomiteen, Norsk kommunikasjonsforening. Ikke lønna.",,"100 pst. stilling som kommunikasjonsleder ved NTNU
(Vitenskapsmuseet).","Kombinerer ferie, samt permisjon uten og med lønn, når
jeg nå møter som vara.",,,,,,,,,
703,Geir Arild,Espnes,Sp,,,,,,,,,Volden Innovasjon sovende enkeltmannsforetak 100%,,,,,
345,Elisabeth,Fanghol,A,,,,,,,,,,,,,,True
563,Solveig Skaugvoll,Foss,SV,,2. vara til helse- og omsorgskomiteen i Grünerløkka bydelsutvalg (godtgjørelse ved oppmøte),,100% ansatt som regionsekretær i Natur og Ungdom,,,,,,,,,,
675,Bjørn Arild,Gram,Sp,,"Ordfører i Steinkjer kommune (lønnet)
Nestleder i KS (godtgjøring)
Styremedlem i Helse Nord-Trøndelag HF (godtgjøring)
Fylkestingsmedlem i Nord-Trøndelag (godtgjøring)",,Se punkt 2.,,,,"Eier av gården Øvre Skjefte i Steinkjer (gnr. 189, Bnr. 2)","1220 aksjer i Telenor ASA
4 aksjer i AS Nord-Trøndelag",,,,,
666,Katrine Boel,Gregussen,SV,,"-Kommunestyrerepresentant for Lenvik Kommune,
2012-d.d. (får møtegodtgjørelse)
- Kontrollutvalget i Lenvik Kommune, 2015-d.d. (Møtegodtgjørelse)
- Valgnemnda i Lenvik Kommune, 2012-d.d. (Møtegodtgjørelse)",,"Hjelpepleier, Lenvik Kommune",,,,,,,,,,
490,Simon Molvær,Grimstad,KrF,,"Bystyrerepresentant i Ålesund kommune (lønnet)
Leder kultur og oppvekstutvalget i Ålesund kommune
(lønnet)",,Ungdomsleder i Jar menighet.,,,,,,,,,,
352,Liv,Gustavsen,FrP,,"1) Nes Kommune Akershus, FrP Kommunestyrerepresentant 2015-2019.
2) Nes Kommune Akershus, Leder av Kontrollutvalget
2015-2019.
3) Akershus FrP, Leder fra 2015-2018/juni.
4) Akershus Fylkestingsgruppe, 1.vara til Samferdsel og
1. vara til Plan&Næring, 2015-2019.
Punkt 1, 2 og 4 har møte godtgjørelse.
Punkt 3 har en årlig fast godtgjørelse samt møtegodtgjørelse.","Som ansatt i utlandet har jeg også et skrivebords selskap,
hvor jeg kun fakturerer kostnader som fix cost (bil leasing, kontor leie m.m) da min arbeidsgiver ikke har kontor
eller andre ansatt i Norge, fakturerer jeg dem for disse
kostnadene.","Jeg er ansatt ved SAPPI EUROPE, i Brussel.
Sales manager Scandianvia.
100% stilling.
www.sappi.com","Jeg jobber i dag ved Sappi og er kun inne som 1. vara
ved Stortinget i perioden 2017-2021.",,,"1 Selveierleilighet som leies ut.
Voldsgate 8, 2000 Lillestrøm.",,,,,,
740,Monica Carmen,Gåsvatn,H,,"Østfold fylkesting, medlem, lønnet
Opplæring-, kultur- og helsekomiteen, medlem, lønnet
Østfoldhelsa, medlem, lønnet
KS, vara, lønnet
Sarpsborg bystyre, vara, lønnet
ASVO, medlem, lønnet
Borg Havn, medlem, lønnet
Sarpsborg FRP, leder, lønnet
NRF Østfold, leder, lønnet",,"Teamleder Sarpsborg kommune, 90 prosent stilling
Fylkespolitiker Østfold fylkeskommune, 10 prosent stilling",,,,,,,,,,
536,Ingjerd Thon,Hagaseth,V,,Styremedlem Innlandet begravelsesbyrå AS (ikke lønnet),Valdres råd og konsulent (liten aktivitet),Prosjektleder NAV Oppland,,,,,,,,,,
557,Carl I.,Hagen,FrP,,"Styreleder i CARLELI AS
Medlem Domstolkommisjonen
Medlem Oslo Bystyre",Foredragsvirksomhet/artikler,"20 % stilling i Oslo FrPs bystyregruppe
Møtehonorar Domstolkommisjonen",Tjenestepensjon fra Stortinget er stoppet når jeg møter,,,,50 % eierandel i Carleli AS,,,,,
367,Torleif,Hamre,SV,,"1) Vara (ansatterepresentant) styret Stiftelsen Norsk Folkemuseum, ulønnet.
2) Kommunalpolitiske verv Eidsvoll kommune: medlem
kommunestyre, formannskap, administrasjonsutvalg og
hovedutvalg for helse og omsorg, leder sistnevnte utvalg
- godtgjørelser etter regulativ Eidsvoll kommune.",,"Stiftelsen Norsk Folkemuseum, Eidsvoll 1814: førstekonservator, seksjonsleder og nestleder - 100 pst. fast
stilling.","Permisjon uten lønn fra arbeidsgiver Stiftelsen Norsk
Folkemuseum for dager da jeg møter som vara i Stortinget",,,,,,,,,
443,Øystein,Hassel,A,,"- Bystyrerepresentant og medlem av Komite for helse og
sosial, Bergen kommune. Jeg mottar møtegodtgjørelse
pr. møte.
- Styreleder, Boligsameiet Øvre Stadionveien 1 (ikke
lønnet)
- Styremedlem, Arbeiderpartiet i Bergen (ikke lønnet)
- Styremedlem, Laksevåg Arbeidersamfund (ikke lønnet)
- Medlem av rådet, Stiftelsen Akvariet i Bergen i perioden 2016-2019. Oppnevnt av Bergen bystyre som representant for Bergen kommune. Jeg mottar årlig en godtgjørelse på 5000 kr.
- Varastyremedlem, Midtun Vekst AS. Oppnevnt av byrådet i Bergen kommune. Jeg mottar møtegodtgjørelse
pr. møte jeg eventuelt blir innkalt til og stiller på.",,"Deltidsjobb som brukerstyrt personlig assistent (BPA),
Uloba – Independent Living Norge SA.",,,,,,,,,,
577,Kristoffer Robin,Haug,MDG,,,Enkeltpersonforetak: Konsulent Kristoffer Robin Haug,Rådgiver i Norges forskningsråd,,,,,IPS-sparing i Storebrand,,,,,
505,Kim André,Haugan Schei,Sp,,"Varamedlem til styret i Arbor AS, ikke lønnet.",,Produksjonsmedarbeider Arbor AS,,,,,,,,,,
331,Tove Welle,Haugland,KrF,,,,,,,,,,,,,,True
376,Iselin,Haugo,H,,"Fylkestingsrepresentant, Buskerud
Styremedlem, Hallingporten Vegfinans",,"Sykepleier, Hallingdal Legevaktsentral",,,,,,,,,,
326,Theodor,Helland,FrP,True,,,,,,,,,,,,,
318,Benedichte Limmesand,Hellestøl,H,,,,,,,,,,,,,,True
642,Heidi,Herum,Sp,,"Varaordfører Bamble kommune (lønnet).
Fylkestingsmedlem Telemark (lønnet).
Styremedlem Frier vest as (ulønnet).
Styremedlem Ungt entrepenørskap Telemark (ulønnet).
Styremedlem Bamble skogeierlag (lønnet).
Rep.skap Grenland havn (ulønnet).
Styremedlem vekst i Grenland (lønnet).",,,,,,,,,,,,
433,Sigurd,Hille,H,,"Avis Consult AS, styreleder, ikke lønnet
Johakri AS, styreleder, ikke lønnet
Helse Vest RHF styremedlem (fra 15. feb. 2018), godtgjørelse",,,,,,,"500 aksjer i Entra AS
1500 aksjer i Gjensidige Forsikring
100 % eier av Avis Consult AS
100 % eier av Johakri AS
64203 aksjer i NEL ASA
10000 aksjer i Lavo.TV AS",,,,,
519,Hilde Kristin,Holtesmo,A,,,,,,,,,,,,,,True
578,Hulda,Holtvedt,MDG,,,,,,,,,,,,,,True
344,Mani,Hussaini,A,,"Fylkestingsmedlem i Akershus (lønnet)
Medlem hovedutvalg for utdanning AFK (Lønnet)
Kommunestyrerepresentant Ullensaker kommune (lønnet)
Medlem NRK Østlandssendingen distriktsprogramråd
(lønnet)
Vara generalforsamlingen DNB Sparebankstiftelsen
(lønnet)
Medlem skoleutvalget Skedsmo vgs (lønnet)",,,,,,,,,,,,
564,Marian,Hussein,SV,,,,,,,,,,,,,,True
327,Unni Nilsen,Husøy,FrP,,,,,,,,,,,,,,True
616,Hilmar,Høl,A,,"Styreleiar i SF Holding a/s - Godtgjersle Sogn og Fjordane fylkeskommune.
Styremedlem i ÅB eigedom - Godtgjersle Årdal kommune.
Fast medlem i fylkesutvalget i Sogn og Fjordane fylkeskommune. Fast godtgjersle.
Formannskapsmedlem i Årdal kommune. Fast godtgjersle",,Jobber hos Hydro Aluminium Årdal Metallverk,,,,,"4 000 aksjar i Norsk Hydro ASA.
Ca. 150 aksjar i Equinor ASA.","Oljemesse i Houston, Texas, mai 2014, Sogn og Fjordane fylkeskommune.",,,,
518,Stine Renate,Håheim,A,,,"Deltok i panelsamtale under bokarrangement på Sølvberget, Stavanger Kulturhus, 29. sept 2016. (Honorar betalt av Sølvberget)",,,,,,,"Foredrag på konferanse om ""Woman's Participation in
Political Parties - Obstacles, Challenges and Opportunities for change"" i Beirut. Opphold dekket av International
Alert. Tidspunkt: 4.-6. juni 2010",,,,
363,Oddvar,Igland,Sp,,Gruppeleder i kommunestyret (godtgjørelse),,Ass. generalsekretær i Senterpartiet,,,,,,,,,,
386,Sigrid Simensen,Ilsøy,Sp,,,,,,,,,,,,,,True
346,Halvard,Ingebrigtsen,A,,,,,,,,,,,,,,True
734,Siv Henriette,Jacobsen,A,,,,,,,,,,,,,,True
353,Ole-Jacob,Johansen,FrP,,Styremedlem Asker Fotball. Ulønnet,Innkalt vararep. ikke pliktig å oppgi,,,,,,,,,,,
494,Kjell-Idar,Juvik,A,,"Kommunstyrerepresentant Hemnes kommune, møtegodtgjørelse
Landsstyremedlem for Nordland i Utmarkskommunenes
sammenslutning (USS), møtegodtgjørelse
Styreremedlem Kommunekraft AS, møtegodtgjørelse
Sekretær i Hemnes Dykkeklubb, ulønnet
Komiteleder Hemnes Båt & Fjordfestival, ulønnet",,,,,,,,,,,,
